Village/Locality name,Officename ( BO/SO/HO),Pincode,Sub-distname,Districtname,StateName
Bangalore North,Vidhana Soudha S.O,560001,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,HighCourt S.O,560001,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,Dr. Ambedkar Veedhi S.O,560001,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,Legislators Home S.O,560001,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,Rajbhavan S.O (Bangalore),560001,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,Mahatma Gandhi Road S.O,560001,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,Bangalore Bazaar S.O,560001,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,Bangalore G.P.O.,560001,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,Bangalore City S.O,560002,Bangalore North,BANGALORE,KARNATAKA
Bangalore South,Bangalore Corporation Building S.O,560002,Bangalore South,BANGALORE,KARNATAKA
Bangalore North,Malleswaram S.O,560003,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,Vyalikaval Extn S.O,560003,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,Palace Guttahalli S.O,560003,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,Swimming Pool Extn S.O,560003,Bangalore North,BANGALORE,KARNATAKA
Bangalore South,Basavanagudi H.O,560004,Bangalore South,BANGALORE,KARNATAKA
Bangalore South,Gaviopuram Extension S.O,560004,Bangalore South,BANGALORE,KARNATAKA
Bangalore South,Mavalli S.O,560004,Bangalore South,BANGALORE,KARNATAKA
Bangalore South,Pampamahakavi Road S.O,560004,Bangalore South,BANGALORE,KARNATAKA
Bangalore North,Fraser Town S.O,560005,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,J.C.Nagar S.O,560006,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,Training Command IAF S.O,560006,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,Air Force Hospital S.O,560007,Bangalore North,BANGALORE,KARNATAKA
Bangalore South,Agram S.O,560007,Bangalore South,BANGALORE,KARNATAKA
Bangalore North,H.A.L II Stage H.O,560008,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,Hulsur Bazaar S.O,560008,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,Bangalore Dist Offices Bldg S.O,560009,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,K. G. Road S.O,560009,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,Rajajinagar IVth Block S.O,560010,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,Industrial Estate S.O (Bangalore),560010,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,Rajajinagar H.O,560010,Bangalore North,BANGALORE,KARNATAKA
Bangalore South,Jayangar III Block S.O,560011,Bangalore South,BANGALORE,KARNATAKA
Bangalore South,Madhavan Park S.O,560011,Bangalore South,BANGALORE,KARNATAKA
Bangalore North,Science Institute S.O,560012,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,Jalahalli East S.O,560013,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,Jalahalli H.O,560013,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,Jalahalli West S.O,560015,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,Doorvaninagar S.O,560016,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,Krishnarajapuram R S S.O,560016,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,Ramamurthy Nagar S.O,560016,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,NAL S.O,560017,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,Vimanapura S.O,560017,Bangalore North,BANGALORE,KARNATAKA
Bangalore South,Chamrajpet S.O (Bangalore),560018,Bangalore South,BANGALORE,KARNATAKA
Bangalore North,Seshadripuram S.O,560020,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,Gayathrinagar S.O,560021,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,Srirampuram S.O,560021,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,Yeswanthpura S.O,560022,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,Yeshwanthpur Bazar S.O,560022,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,Magadi Road S.O,560023,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,Anandnagar S.O (Bangalore),560024,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,H.A. Farm S.O,560024,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,Hebbal Kempapura S.O,560024,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,Museum Road S.O,560025,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,CMP Centre And School S.O,560025,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,Richmond Town S.O,560025,Bangalore North,BANGALORE,KARNATAKA
Bangalore South,Governmemnt Electric Factory S.O,560026,Bangalore South,BANGALORE,KARNATAKA
Bangalore South,Deepanjalinagar S.O,560026,Bangalore South,BANGALORE,KARNATAKA
Bangalore South,Nayandahalli S.O,560026,Bangalore South,BANGALORE,KARNATAKA
Bangalore South,Shanthinagar S.O,560027,Bangalore South,BANGALORE,KARNATAKA
Bangalore South,Wilson Garden S.O,560027,Bangalore South,BANGALORE,KARNATAKA
Bangalore South,Sampangiramnagar S.O,560027,Bangalore South,BANGALORE,KARNATAKA
Bangalore South,Dharmaram College S.O,560029,Bangalore South,BANGALORE,KARNATAKA
Bangalore South,Adugodi S.O,560030,Bangalore South,BANGALORE,KARNATAKA
Bangalore North,P&T Col. Kavalbyrasandra S.O,560032,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,R T Nagar H.O,560032,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,Maruthi Sevanagar S.O,560033,Bangalore North,BANGALORE,KARNATAKA
Venkatapura,Koramangala I Block S.O,560034,Bangalore North,BANGALORE,KARNATAKA
Venkatapura,Koramangala S.O,560034,Bangalore South,BANGALORE,KARNATAKA
Bangalore South,Koramangala I Block S.O,560034,Bangalore South,BANGALORE,KARNATAKA
Bangalore South,Agara B.O,560034,Bangalore South,BANGALORE,KARNATAKA
Bangalore South,Koramangala S.O,560034,Bangalore South,BANGALORE,KARNATAKA
Bangalore South,St. John's Medical College S.O,560034,Bangalore South,BANGALORE,KARNATAKA
Ambalipura,Koramangala S.O,560034,Bangalore South,BANGALORE,KARNATAKA
Haralur,Koramangala S.O,560034,Bangalore South,BANGALORE,KARNATAKA
Agara,Koramangala S.O,560034,Bangalore South,BANGALORE,KARNATAKA
Chikkakannalli,Carmelram S.O,560035,Bangalore South,BANGALORE,KARNATAKA
Hadosiddapura,Carmelram S.O,560035,Bangalore South,BANGALORE,KARNATAKA
Kaikondahalli,Carmelram S.O,560035,Bangalore South,BANGALORE,KARNATAKA
Doddakannalli,Carmelram S.O,560035,Bangalore South,BANGALORE,KARNATAKA
Halanayakanahalli,Carmelram S.O,560035,Bangalore South,BANGALORE,KARNATAKA
Chikkanayakanahalli,Carmelram S.O,560035,Bangalore South,BANGALORE,KARNATAKA
Kodathi,Carmelram S.O,560035,Bangalore South,BANGALORE,KARNATAKA
Bangalore South,Carmelram S.O,560035,Bangalore South,BANGALORE,KARNATAKA
Chikkabellandur,Carmelram S.O,560035,Bangalore South,BANGALORE,KARNATAKA
Junnasandra,Carmelram S.O,560035,Bangalore South,BANGALORE,KARNATAKA
Mulluru,Carmelram S.O,560035,Bangalore South,BANGALORE,KARNATAKA
Bangalore North,Devasandra S.O,560036,Bangalore North,BANGALORE,KARNATAKA
Kithiganur,Krishnarajapuram S.O,560036,Bangalore South,BANGALORE,KARNATAKA
Halehalli,Krishnarajapuram S.O,560036,Bangalore South,BANGALORE,KARNATAKA
Varanasi,Krishnarajapuram S.O,560036,Bangalore South,BANGALORE,KARNATAKA
Bangalore North,Krishnarajapuram S.O,560036,Bangalore North,BANGALORE,KARNATAKA
Maragondanahalli,Krishnarajapuram S.O,560036,Bangalore South,BANGALORE,KARNATAKA
Bangalore North,Marathahalli Colony S.O,560037,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,Kundalahalli S.O,560037,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,Doddanekkundi B.O,560037,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,Rameshnagar S.O,560037,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,Indiranagar S.O (Bangalore),560038,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,Chandra Lay Out S.O,560040,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,Vijayanagar East S.O,560040,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,Vijayanagar S.O (Bangalore),560040,Bangalore North,BANGALORE,KARNATAKA
Bangalore South,Jayanagar H.O,560041,Bangalore South,BANGALORE,KARNATAKA
Bangalore South,Tilaknagar S.O (Bangalore),560041,Bangalore South,BANGALORE,KARNATAKA
Bangalore North,Sivan Chetty Gardens S.O,560042,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,Kalyananagar S.O,560043,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,Banaswadi S.O,560043,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,Jalavayuvihar S.O,560043,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,Venkateshapura S.O,560045,Bangalore North,BANGALORE,KARNATAKA
Rachenahalli,Arabic College S.O,560045,Bangalore South,BANGALORE,KARNATAKA
Amani Byrathikhane,Arabic College S.O,560045,Bangalore South,BANGALORE,KARNATAKA
Bangalore North,Arabic College S.O,560045,Bangalore North,BANGALORE,KARNATAKA
Thanisandra,Arabic College S.O,560045,Bangalore South,BANGALORE,KARNATAKA
Bangalore North,Benson Town S.O,560046,Bangalore North,BANGALORE,KARNATAKA
Bangalore South,Viveknagar S.O (Bangalore),560047,Bangalore South,BANGALORE,KARNATAKA
Bangalore North,Austin Town S.O,560047,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,Hoodi B.O,560048,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,Mahadevapura S.O,560048,Bangalore North,BANGALORE,KARNATAKA
Adur,Bidrahalli B.O,560049,Bangalore South,BANGALORE,KARNATAKA
Gundur,Bidrahalli B.O,560049,Bangalore South,BANGALORE,KARNATAKA
Hancharahalli,Mundur B.O,560049,Bangalore South,BANGALORE,KARNATAKA
Vanajanahalli,Mundur B.O,560049,Bangalore South,BANGALORE,KARNATAKA
Bandapura,Virgonagar S.O,560049,Bangalore South,BANGALORE,KARNATAKA
Bidarahalli,Bidrahalli B.O,560049,Bangalore South,BANGALORE,KARNATAKA
Kammasandra,Bidrahalli B.O,560049,Bangalore South,BANGALORE,KARNATAKA
Kodigehalli,Mundur B.O,560049,Bangalore South,BANGALORE,KARNATAKA
Rampura,Bidrahalli B.O,560049,Bangalore South,BANGALORE,KARNATAKA
Avalahalli,Virgonagar S.O,560049,Bangalore South,BANGALORE,KARNATAKA
Kurudusonnenahalli,Virgonagar S.O,560049,Bangalore South,BANGALORE,KARNATAKA
Raghuvanahalli,Mundur B.O,560049,Bangalore South,BANGALORE,KARNATAKA
Bangalore North,Bhattarahalli S.O,560049,Bangalore North,BANGALORE,KARNATAKA
Bommenahalli,Mundur B.O,560049,Bangalore South,BANGALORE,KARNATAKA
Chikkasandra,Bidrahalli B.O,560049,Bangalore South,BANGALORE,KARNATAKA
Huskur,Mundur B.O,560049,Bangalore South,BANGALORE,KARNATAKA
Jothipura,Mundur B.O,560049,Bangalore South,BANGALORE,KARNATAKA
Shringaripura,Mundur B.O,560049,Bangalore South,BANGALORE,KARNATAKA
Bendiganahalli,Mundur B.O,560049,Bangalore South,BANGALORE,KARNATAKA
Byappanahalli,Bidrahalli B.O,560049,Bangalore South,BANGALORE,KARNATAKA
Katamnallur,Virgonagar S.O,560049,Bangalore South,BANGALORE,KARNATAKA
Marasandra Amanikere,Mundur B.O,560049,Bangalore North,BANGALORE,KARNATAKA
Nimbekaipura,Mundur B.O,560049,Bangalore South,BANGALORE,KARNATAKA
Vaderahalli,Bidrahalli B.O,560049,Bangalore North,BANGALORE,KARNATAKA
Veerenahalli,Virgonagar S.O,560049,Bangalore South,BANGALORE,KARNATAKA
Cheemasandra,Virgonagar S.O,560049,Bangalore South,BANGALORE,KARNATAKA
Hirandahalli,Bidrahalli B.O,560049,Bangalore South,BANGALORE,KARNATAKA
Huvinane,Virgonagar S.O,560049,Bangalore South,BANGALORE,KARNATAKA
Kattugollahalli,Mundur B.O,560049,Bangalore South,BANGALORE,KARNATAKA
Bangalore North,Virgonagar S.O,560049,Bangalore North,BANGALORE,KARNATAKA
Bidare Agrahara,Virgonagar S.O,560049,Bangalore South,BANGALORE,KARNATAKA
Konadasapura,Virgonagar S.O,560049,Bangalore South,BANGALORE,KARNATAKA
Mandur,Mundur B.O,560049,Bangalore South,BANGALORE,KARNATAKA
Marasandra,Mundur B.O,560049,Bangalore North,BANGALORE,KARNATAKA
Bangalore South,State Bank Of Mysore Colony S.O,560050,Bangalore South,BANGALORE,KARNATAKA
Bangalore South,Dasarahalli(Srinagar) S.O,560050,Bangalore South,BANGALORE,KARNATAKA
Bidarahalli,Ashoknagar S.O (Bangalore),560050,Bangalore South,BANGALORE,KARNATAKA
Bangalore South,Banashankari S.O,560050,Bangalore South,BANGALORE,KARNATAKA
Bangalore North,H.K.P. Road S.O,560051,Bangalore North,BANGALORE,KARNATAKA
Bangalore South,Chickpet S.O,560053,Bangalore South,BANGALORE,KARNATAKA
Bangalore North,Mathikere S.O,560054,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,Msrit S.O,560054,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,Sri Chowdeshwari S.O,560054,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,Malleswaram West S.O,560055,Bangalore North,BANGALORE,KARNATAKA
Bangalore South,Mallathahalli B.O,560056,Bangalore South,BANGALORE,KARNATAKA
Bangalore South,Bnagalore Viswavidalaya S.O,560056,Bangalore South,BANGALORE,KARNATAKA
Ullalu Upanagara DBO,Bnagalore Viswavidalaya S.O,560056,Bangalore South,BANGALORE,KARNATAKA
Mallathahalli NDBO,Bnagalore Viswavidalaya S.O,560056,Bangalore South,BANGALORE,KARNATAKA
Bangalore North,Peenya Dasarahalli S.O,560057,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,Peenya Small Industries S.O,560058,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,Peenya I Stage S.O,560058,Bangalore North,BANGALORE,KARNATAKA
Bangalore South,Rv Niketan S.O,560059,Bangalore South,BANGALORE,KARNATAKA
Doddabele,Chudenapura B.O,560060,Bangalore South,BANGALORE,KARNATAKA
Hemmigepura,Chudenapura B.O,560060,Bangalore South,BANGALORE,KARNATAKA
Kommaghatta - Krishnasagara,Sulikere B.O,560060,Bangalore South,BANGALORE,KARNATAKA
M.Krishnasagara,Sulikere B.O,560060,Bangalore South,BANGALORE,KARNATAKA
Maragondanahalli,Sulikere B.O,560060,Bangalore South,BANGALORE,KARNATAKA
Somapura,Chudenapura B.O,560060,Bangalore South,BANGALORE,KARNATAKA
Varahasandra,Kengeri S.O,560060,Bangalore South,BANGALORE,KARNATAKA
Bangalore South,Chudenapura B.O,560060,Bangalore South,BANGALORE,KARNATAKA
Kenchanapura,Sulikere B.O,560060,Bangalore South,BANGALORE,KARNATAKA
Lingadheeranahalli,Kengeri S.O,560060,Bangalore South,BANGALORE,KARNATAKA
Ramasandra,Sulikere B.O,560060,Bangalore South,BANGALORE,KARNATAKA
Sulikere,Sulikere B.O,560060,Bangalore South,BANGALORE,KARNATAKA
Bheemanakuppe- Ramasagara,Sulikere B.O,560060,Bangalore South,BANGALORE,KARNATAKA
Bangalore South,Kengeri S.O,560060,Bangalore South,BANGALORE,KARNATAKA
Sonnenahalli,Sulikere B.O,560060,Bangalore South,BANGALORE,KARNATAKA
Manganahalli,Sulikere B.O,560060,Bangalore North,BANGALORE,KARNATAKA
Kengeri Gollahalli,Chudenapura B.O,560060,Bangalore South,BANGALORE,KARNATAKA
Kommaghatta,Sulikere B.O,560060,Bangalore South,BANGALORE,KARNATAKA
Thurahalli,Subramanyapura S.O,560061,Bangalore South,BANGALORE,KARNATAKA
Bangalore South,Subramanyapura S.O,560061,Bangalore South,BANGALORE,KARNATAKA
Badamanavarthekaval,Subramanyapura S.O,560061,Bangalore South,BANGALORE,KARNATAKA
Bangalore South,Chikkalasandra S.O,560061,Bangalore South,BANGALORE,KARNATAKA
Gabbalalu,Subramanyapura S.O,560061,Bangalore South,BANGALORE,KARNATAKA
Vasanthapura,Subramanyapura S.O,560061,Bangalore South,BANGALORE,KARNATAKA
Bangalore South,Doddakallasandra S.O,560062,Bangalore South,BANGALORE,KARNATAKA
Bangalore North,A F Station Yelahanka S.O,560063,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,BSF Campus Yelahanka S.O,560063,Bangalore North,BANGALORE,KARNATAKA
Thirumenahalli,Yelahanka S.O,560064,Bangalore North,BANGALORE,KARNATAKA
Bellahalli,Yelahanka Satellite Town S.O,560064,Bangalore North,BANGALORE,KARNATAKA
Jarakbandekaval,Yelahanka S.O,560064,Bangalore North,BANGALORE,KARNATAKA
Kempanahalli,Attur B.O,560064,Bangalore North,BANGALORE,KARNATAKA
Kenchenahalli,Yelahanka S.O,560064,Bangalore North,BANGALORE,KARNATAKA
Naganahalli,Singanayakanahalli B.O,560064,Bangalore South,BANGALORE,KARNATAKA
Adiganahalli,Rajanakunte B.O,560064,Bangalore North,BANGALORE,KARNATAKA
Byappanahalli,Yelahanka S.O,560064,Bangalore North,BANGALORE,KARNATAKA
Muddanahalli,Rajanakunte B.O,560064,Bangalore North,BANGALORE,KARNATAKA
Avalahalli,Singanayakanahalli B.O,560064,Bangalore North,BANGALORE,KARNATAKA
Chokkanahalli,Yelahanka S.O,560064,Bangalore North,BANGALORE,KARNATAKA
Gantiganahalli,Singanayakanahalli B.O,560064,Bangalore North,BANGALORE,KARNATAKA
Kattigenahalli,Yelahanka S.O,560064,Bangalore North,BANGALORE,KARNATAKA
Krishnasagara,Singanayakanahalli B.O,560064,Bangalore North,BANGALORE,KARNATAKA
Madappanahalli,Rajanakunte B.O,560064,Bangalore North,BANGALORE,KARNATAKA
Nagadasanahalli,Rajanakunte B.O,560064,Bangalore North,BANGALORE,KARNATAKA
Rajanukunte,Rajanakunte B.O,560064,Bangalore North,BANGALORE,KARNATAKA
Ramagondanahalli,Attur B.O,560064,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,Attur B.O,560064,Bangalore North,BANGALORE,KARNATAKA
Singanayakanahalli,Singanayakanahalli B.O,560064,Bangalore North,BANGALORE,KARNATAKA
Singanayakanahalli Amanikere,Yelahanka S.O,560064,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,CRPF Campus Yelahanka S.O,560064,Bangalore North,BANGALORE,KARNATAKA
Honnenahalli,Rajanakunte B.O,560064,Bangalore North,BANGALORE,KARNATAKA
Ittagallpura,Rajanakunte B.O,560064,Bangalore North,BANGALORE,KARNATAKA
Lakshmisagara,Singanayakanahalli B.O,560064,Bangalore North,BANGALORE,KARNATAKA
Manchenahalli,Singanayakanahalli B.O,560064,Bangalore North,BANGALORE,KARNATAKA
Ananthapura,Attur B.O,560064,Bangalore North,BANGALORE,KARNATAKA
Harohalli,Singanayakanahalli B.O,560064,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,Jakkur B.O,560064,Bangalore North,BANGALORE,KARNATAKA
Vasudevapura,Yelahanka S.O,560064,Bangalore North,BANGALORE,KARNATAKA
Veerasagara,Attur B.O,560064,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,G.K.V.K. S.O,560065,Bangalore North,BANGALORE,KARNATAKA
Ramagondanahalli,Whitefield S.O,560066,Bangalore South,BANGALORE,KARNATAKA
Nagondahalli,Whitefield S.O,560066,Bangalore South,BANGALORE,KARNATAKA
Thubarahalli,Whitefield S.O,560066,Bangalore South,BANGALORE,KARNATAKA
Khanekandaya,Whitefield S.O,560066,Bangalore South,BANGALORE,KARNATAKA
K.Channasandra,Kadugodi S.O,560067,Bangalore South,BANGALORE,KARNATAKA
Kadugodi Plantation,Kadugodi S.O,560067,Bangalore South,BANGALORE,KARNATAKA
Kumbena Agrahara,Kadugodi S.O,560067,Bangalore South,BANGALORE,KARNATAKA
Vaderahalli,Devanagundi B.O,560067,Bangalore South,BANGALORE,KARNATAKA
Begur,Bommanahalli S.O (Bangalore),560068,Bangalore South,BANGALORE,KARNATAKA
Bettadasanapura,Bommanahalli S.O (Bangalore),560068,Bangalore South,BANGALORE,KARNATAKA
Bangalore South,Madivala S.O,560068,Bangalore South,BANGALORE,KARNATAKA
Chandrasekarapura,Bommanahalli S.O (Bangalore),560068,Bangalore South,BANGALORE,KARNATAKA
Yelenahalli,Bommanahalli S.O (Bangalore),560068,Bangalore South,BANGALORE,KARNATAKA
Mylasandra,Bommanahalli S.O (Bangalore),560068,Bangalore South,BANGALORE,KARNATAKA
Vittasandra,Bommanahalli S.O (Bangalore),560068,Bangalore South,BANGALORE,KARNATAKA
Bangalore South,Bommanahalli S.O (Bangalore),560068,Bangalore South,BANGALORE,KARNATAKA
Bidarahalli,B Sk II Stage S.O,560070,Bangalore South,BANGALORE,KARNATAKA
Bangalore South,Tyagrajnagar S.O,560070,Bangalore South,BANGALORE,KARNATAKA
Bangalore South,Padmanabhnagar S.O,560070,Bangalore South,BANGALORE,KARNATAKA
Bangalore North,Domlur S.O,560071,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,Nagarbhavi S.O,560072,Bangalore North,BANGALORE,KARNATAKA
Doddabidarakallu,Nagasandra S.O (Bangalore),560073,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,Bagalgunte B.O,560073,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,Chikkabidarkal S.O,560073,Bangalore North,BANGALORE,KARNATAKA
Sidedahalli,Nagasandra S.O (Bangalore),560073,Bangalore North,BANGALORE,KARNATAKA
Totadaguddadahalli,Nagasandra S.O (Bangalore),560073,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,Nagasandra S.O (Bangalore),560073,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,Nelakadiranahalli B.O,560073,Bangalore North,BANGALORE,KARNATAKA
Kariobanahalli,Nagasandra S.O (Bangalore),560073,Bangalore North,BANGALORE,KARNATAKA
Chikkellur Venkatapura,Ramohalli B.O,560074,Bangalore South,BANGALORE,KARNATAKA
Gerupalya,Kumbalagodu S.O,560074,Bangalore South,BANGALORE,KARNATAKA
Maligondanahalli,Ramohalli B.O,560074,Bangalore South,BANGALORE,KARNATAKA
Chinnakurchi,Kumbalgodu Gollahalli B.O,560074,Bangalore South,BANGALORE,KARNATAKA
Kolur,Ramohalli B.O,560074,Bangalore South,BANGALORE,KARNATAKA
Kumbalagodu,Kumbalagodu S.O,560074,Bangalore South,BANGALORE,KARNATAKA
Hosaspalya,Kumbalagodu S.O,560074,Bangalore South,BANGALORE,KARNATAKA
Kanimidka,Kumbalagodu S.O,560074,Bangalore South,BANGALORE,KARNATAKA
Ramayanapalya,Kumbalagodu S.O,560074,Bangalore South,BANGALORE,KARNATAKA
Anchepalya,Kumbalagodu S.O,560074,Bangalore South,BANGALORE,KARNATAKA
Chikkellur,Ramohalli B.O,560074,Bangalore South,BANGALORE,KARNATAKA
Seshagiripura,Ramohalli B.O,560074,Bangalore South,BANGALORE,KARNATAKA
Vasanthanahalli,Kumbalgodu Gollahalli B.O,560074,Bangalore South,BANGALORE,KARNATAKA
Bangalore South,Kumbalgodu Gollahalli B.O,560074,Bangalore South,BANGALORE,KARNATAKA
Bheemanakuppe,Ramohalli B.O,560074,Bangalore South,BANGALORE,KARNATAKA
Chikkellur Ramapura,Ramohalli B.O,560074,Bangalore South,BANGALORE,KARNATAKA
Karigiripura,Ramohalli B.O,560074,Bangalore South,BANGALORE,KARNATAKA
Krishnarajapura,Kumbalgodu Gollahalli B.O,560074,Bangalore South,BANGALORE,KARNATAKA
Devagere,Kumbalagodu S.O,560074,Bangalore South,BANGALORE,KARNATAKA
Gangasandra,Kumbalgodu Gollahalli B.O,560074,Bangalore South,BANGALORE,KARNATAKA
Hulimavu,Kumbalagodu S.O,560074,Bangalore South,BANGALORE,KARNATAKA
Kambipura,Kumbalagodu S.O,560074,Bangalore South,BANGALORE,KARNATAKA
Kolur Gururayanapura,Ramohalli B.O,560074,Bangalore South,BANGALORE,KARNATAKA
Thagachaguppe,Kumbalagodu S.O,560074,Bangalore South,BANGALORE,KARNATAKA
Bangalore South,Kumbalagodu S.O,560074,Bangalore South,BANGALORE,KARNATAKA
Bangalore South,Ramohalli B.O,560074,Bangalore South,BANGALORE,KARNATAKA
Lakshmipura,Kumbalgodu Gollahalli B.O,560074,Bangalore North,BANGALORE,KARNATAKA
Seegehalli,Kumbalgodu Gollahalli B.O,560074,Bangalore North,BANGALORE,KARNATAKA
Chalaghatta,Kumbalagodu S.O,560074,Bangalore South,BANGALORE,KARNATAKA
Gonipura,Kumbalgodu Gollahalli B.O,560074,Bangalore South,BANGALORE,KARNATAKA
Kolur Nanjundapura,Ramohalli B.O,560074,Bangalore South,BANGALORE,KARNATAKA
Bangalore North,Jeevanbhimanagar S.O,560075,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,New Thippasandra S.O,560075,Bangalore North,BANGALORE,KARNATAKA
Bangalore South,Bannerghatta Road S.O,560076,Bangalore South,BANGALORE,KARNATAKA
Bangalore South,Mount St Joseph B.O,560076,Bangalore South,BANGALORE,KARNATAKA
Bangalore South,Mico Layout S.O,560076,Bangalore South,BANGALORE,KARNATAKA
Bangalore South,JP Nagar VIII phase S.O,560076,Bangalore South,BANGALORE,KARNATAKA
Bangalore North,Dr. Shivarama Karanth Nagar S.O,560077,Bangalore North,BANGALORE,KARNATAKA
Kothnur Narayanapura,Kothanur S.O,560077,Bangalore South,BANGALORE,KARNATAKA
Kothnur,Kothanur S.O,560077,Bangalore South,BANGALORE,KARNATAKA
Geddalahalli,Kothanur S.O,560077,Bangalore South,BANGALORE,KARNATAKA
Doddagubbi,Doddagubbi B.O,560077,Bangalore South,BANGALORE,KARNATAKA
Doddagubbi,Dr. Shivarama Karanth Nagar S.O,560077,Bangalore South,BANGALORE,KARNATAKA
Bangalore South,JP Nagar III Phase S.O,560078,Bangalore South,BANGALORE,KARNATAKA
Bangalore South,Yelachenahalli S.O,560078,Bangalore South,BANGALORE,KARNATAKA
Bangalore South,J P Nagar S.O,560078,Bangalore South,BANGALORE,KARNATAKA
Bangalore North,K H B Colony S.O,560079,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,Kamakshipalya S.O,560079,Bangalore North,BANGALORE,KARNATAKA
Bovipalya,Basaveshwaranagar S.O,560079,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,Basaveshwaranagar S.O,560079,Bangalore North,BANGALORE,KARNATAKA
Bangalore North,Sadashivanagar S.O,560080,Bangalore North,BANGALORE,KARNATAKA
Chandapura,Chandapura S.O,560081,Bangalore South,BANGALORE,KARNATAKA
Bangalore South,Bolare B.O,560082,Bangalore South,BANGALORE,KARNATAKA
Bangalore South,Thataguni B.O,560082,Bangalore South,BANGALORE,KARNATAKA
Sunkadakatte,Bolare B.O,560082,Bangalore South,BANGALORE,KARNATAKA
Gandhinagara,Kagalipura B.O,560082,Bangalore South,BANGALORE,KARNATAKA
Nowkalpalya,Somanhalli B.O,560082,Bangalore South,BANGALORE,KARNATAKA
Rameshnagar,Udaypura S.O,560082,Bangalore South,BANGALORE,KARNATAKA
Thattaguppe,Thattekuppe B.O,560082,Bangalore South,BANGALORE,KARNATAKA
Gulakamale,Taralu B.O,560082,Bangalore South,BANGALORE,KARNATAKA
